Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000029151,2834,0,3,0,43,14,25,16,6,0,35,9,28
ENSMUSG00000104299,2311,0,0,0,0,0,4,0,0,0,0,0,2
ENSMUSG00000053856,1635,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062077,1436,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107265,961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038676,504,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107283,3214,889.58,459,846,406,369.5,541.25,795.83,486.5,638.75,451,588,522
ENSMUSG00000101678,3550,1233.5,679,1236,1236.5,835,1165,1592.5,1003,1188.5,1112.5,1141.5,1327
ENSMUSG00000106864,6564,2302.5,1381,2599.5,2509,1749,2333,3184,2246,2547.5,2283,2480,2589.5
ENSMUSG00000029145,2599,570,315,628,848,571,837,1150,598,635,594,874,716
ENSMUSG00000029146,3091,3965,2348,4440,3775,3307,4708,6283,4593,4919,5271,5644,4805
ENSMUSG00000043059,2476,1556,855,1539,2294,1303,1692,1504,1380,1347,1491,1725,1812
ENSMUSG00000029147,4861,2380,1418,2453,2872,2247,3513.5,3626,2585,2140,2458,2477,2531
ENSMUSG00000106717,3972,54.28,9,44.33,80,42.33,98,69.67,39,52.67,59.48,69.58,107.83
ENSMUSG00000055424,558,2,0,3,0,5,0,0,0,0,7,0,5
ENSMUSG00000029148,3559,2714,1606,2799,2726,2023,3019,3237,2454,2695,3263,3557,3026
ENSMUSG00000029149,1338,134,25,97,74,47,36,73,50,70,52,48,39
ENSMUSG00000038564,6617,1448,773,1336,630,658,933,1138,1055,1413,982,1090,938
ENSMUSG00000038552,3039,29,14,25,52,14,30,42,70,28,46,69,71
ENSMUSG00000059434,4335,0,0,0,0,0,2,0,0,0,0,1,0
ENSMUSG00000106935,448,0,0,0,0,0,1,0,0,0.2,0.5,0,0.53
ENSMUSG00000106866,628,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106950,1113,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062761,6886,1662,789.5,1232,784.33,724,926.5,1745,1124.5,1437,1243.5,1532,1176
ENSMUSG00000107120,1388,67,39,113,67,37,37.17,102,78,99,76,86,56
ENSMUSG00000029138,2737,0,0,0,1,5,0,0,0,0,2,0,3
ENSMUSG00000107142,1626,0,0,0,0,0,0.17,1,0,0,0,0,0
ENSMUSG00000064037,7846,689.67,357,534,700.67,524.48,732.29,1015.86,693.42,680.25,533.5,768,733.75
ENSMUSG00000053134,6994,881.56,432,649.83,524.36,449,651.33,768,726,742,677.5,641.8,575.12
ENSMUSG00000029141,5380,675,363,485,606,409,562,735.5,552,486,473,538,485
ENSMUSG00000107352,6548,0,0,0,7,0,0,0,0,0,0,0,0
ENSMUSG00000107355,1539,1,1,1,0,2,9,1,0,0,2,0,0
ENSMUSG00000107015,631,0,0,8,0,0,0,4,0,0,3,10,0
ENSMUSG00000106918,7326,286,142,340,254,197.5,325,353.5,201.67,244.5,168,238.5,274.83
ENSMUSG00000105617,408,90.5,63.5,116.5,58,58,57,70,87.67,56.5,80.5,73.5,73
ENSMUSG00000029136,1489,43,60,129,52,56,70,49,28,70,56,58,63
ENSMUSG00000099301,110,0,0,0,0,3,3,0,1,0,0,7,0
ENSMUSG00000052139,4781,914.5,613.5,1236.5,716,629.5,908,1046.5,1013.67,888,965.5,915,864.5
ENSMUSG00000107151,232,0,0,0,0,2,4,18,0,0,0,0,3
ENSMUSG00000088514,302,0,0,0,0,0,0,0,0,0,4,0,2
ENSMUSG00000107140,695,0,0,0,12,2,9,3,0,0,0,7,0
ENSMUSG00000106894,2683,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102759,2889,0,3,0,0,0,3,0,0,0,0,8,3
ENSMUSG00000029135,9680,707,492,656,21164,13141,20095,3839,686,678,23837,21804,30479
ENSMUSG00000096091,107,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000107220,583,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000029134,11660,6,12,23,6,9,10,2,1,7,11,5,32
ENSMUSG00000081200,198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107078,250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107036,909,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107211,970,0,0,0,0,0,0,0,0,0,0,1,0.5
ENSMUSG00000014956,10913,2732,1714,2331,2423,2507.5,3268,4002.5,2756,2594,2864,3118,2937.5
ENSMUSG00000107197,2466,8,9,4,26,8.5,17,19.5,10,2,7,14,10.5
ENSMUSG00000107083,2235,15,6,3,12,9,18,26,1,3,24,22,13
ENSMUSG00000080753,326,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085234,1537,0,0.17,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107316,382,4,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000106835,637,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107277,4786,59,60,90,7,14,17,136,75,98,66,39,27.14
ENSMUSG00000014932,7508,578,325,517.5,433,379,493,1146,863,778,567,579,696
ENSMUSG00000107018,1119,0,0,0,0,2,0,0,1.17,0,0.33,0,0
ENSMUSG00000106680,917,5,4,0,13,3,2,5,0,0,0,11,0
ENSMUSG00000082305,2310,9.67,10.17,8,5.67,3.5,2.5,6.17,2.5,11.33,1.33,1.67,1.5
ENSMUSG00000023452,5750,2160.43,1293.89,2075.47,3543.51,2877.5,3973.37,3451.22,1747.44,1762.72,2956.5,3284.3,3806.07
ENSMUSG00000093574,1731,716.76,431.3,696.39,1219.35,935.16,1377.79,1185.72,708.28,797.39,989.66,1071.47,1227.4
ENSMUSG00000105647,196,46.47,30.05,42.89,86.72,77.33,106.58,87.05,41.94,52.89,91.67,76.72,85.86
ENSMUSG00000054280,10402,3156.5,1760,3006,3910,2573.5,3444.5,3631.5,2684.25,3106.5,2745.5,3192,3257
ENSMUSG00000105429,1062,50,8,15,40,28,23,59,30,24,41,35,53
ENSMUSG00000106654,286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037426,11774,1378,668,1030,707,614,746,1284,1018,969,847,957,851
ENSMUSG00000089080,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105929,1249,44,16,37,7,11,3,49,52,37,20,25,6
ENSMUSG00000018965,3709,11938.33,6728.67,9154.17,3844.5,4176.67,7414.5,11793.5,12302.5,12425.33,10102.17,10315,8311.33
ENSMUSG00000107046,215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093885,333,82.55,37.14,82.16,69.52,47.67,83.82,44.61,41.53,32.56,49.06,36.76,27.63
ENSMUSG00000011034,4104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081022,460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081618,1474,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037379,2947,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000037373,4476,2592,1370,2392,2026,1808,2609,3206,2263,2508,2367,2771,2398
ENSMUSG00000107161,578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092275,1932,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079562,2629,1699,1137,1909,1598,1487,1901,3274,1970,1887,1915,2097.5,1911.5
ENSMUSG00000037355,8666,970,575,1120,627,360,514,1153,485,645,549,779,826
ENSMUSG00000029112,1209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107248,327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037339,9114,1706,1058,1554,473,553,699,2053,1563,1872,901,989,772
ENSMUSG00000097271,1747,26,5,5,0,0,0,19,10,0,14,14,4
ENSMUSG00000004642,6076,919.5,550.93,810.62,742.03,719.23,991.39,919.63,814.43,928.33,1018.83,1162.3,1037.63
ENSMUSG00000106834,1155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019295,3179,919,571,914,329,382,541,1779,1059,1188,649,636,537
ENSMUSG00000037313,3552,503,226,279,223,155,260,168,153,139,113,190,106
ENSMUSG00000106971,250,0.5,1.5,2,1,0,1,1,0.5,0,0.5,0,1
ENSMUSG00000106896,3627,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054252,7158,5,3,1,10,21,11,20,14,21,66,40,31
ENSMUSG00000005299,9650,1475,640,1377,1214,1002,1427,2374,1372,1290,1195,1291,1122
ENSMUSG00000059064,171,2.83,1.83,1,2.43,0,3.78,2.67,0,0.83,0.83,0.5,0.83
ENSMUSG00000107149,312,0,0,0,0,0,0,0,0.2,0,0,0,0
ENSMUSG00000057406,16803,2050,1056,1729,1471,1417,1780,1651,1234,1227,987,1358,1235
ENSMUSG00000029111,3947,842,440,794,548,412.5,615.5,1120.5,922,768.5,722,623.5,549
ENSMUSG00000098830,62,2,0,4,1,1.5,2.5,2.5,0,5.5,4,9.5,6
ENSMUSG00000107043,1584,4,8,3,1,1,5,1,0,12,0,2,0
ENSMUSG00000106688,1411,0.5,0,0,4,0,0,0,0,0,0,0.33,0
ENSMUSG00000070858,669,27,5,2,23,13,21,2,0,0,7,0,1
ENSMUSG00000106743,2553,7.5,7.17,4,0.25,1.34,6.14,0,0.71,7,0.5,1.38,3
ENSMUSG00000048142,6670,848,483,735,175,176,359,1002,643,604,386,450,337
ENSMUSG00000045102,5423,32.5,4,4,0.5,4.5,4.5,13.5,0.5,0,1,2,6
ENSMUSG00000106868,457,0,0,0,0,0,0.5,0,0,0,0,0,0
ENSMUSG00000106771,331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106902,1075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079555,3871,422.5,238,361,235.5,164.5,216.5,461.5,362.5,359,183,182,186
ENSMUSG00000077454,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037235,8483,4245,2503,3765,657,542,1093,6874,4300,4041,1537,1793,1440
ENSMUSG00000106702,514,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037224,5756,329,185,326,79,60,150,113.67,191,228.75,261,255,187
ENSMUSG00000086291,1569,209,96,179,12,23,64,77,76,113,103,99,68.5
ENSMUSG00000106888,2022,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109572,2123,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000107006,459,1,0.5,0,0,1,0,1,1.5,0,0,0.5,2
ENSMUSG00000107287,462,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029110,7287,2864,1652.5,2405.5,3682.5,2861.5,4102,3184.5,2496,2431,3096.5,3314.5,3604.5
ENSMUSG00000037210,7418,2109,1210.5,1827,2021,1199,1810.75,2609.5,2057.67,2057,1710,1454.83,1554
ENSMUSG00000107227,3532,41,16,27,154,66,110,76,66,30,51,27,88
ENSMUSG00000098062,609,1,1,1,2,2,0,0,1,0,1,2,8
ENSMUSG00000106678,2409,38,16,59,57,25,35,46,35,48,45,39,34
ENSMUSG00000059866,2685,1006,503,873,6406,3419,4750,938,652,620,2145,2608,2950
ENSMUSG00000054520,4296,4703,2653,4197,7714,5350,7622.5,4176,2758,2930,3607,3979,4084
ENSMUSG00000088332,105,0,0,11,4,2,5,2,2,0,2,2,9
ENSMUSG00000029106,8561,4926,3068,4906,2618.5,2600,3683.5,5138,5449,5418,4271,4560,3895
ENSMUSG00000099082,63,0,0,0,2.5,0,0,1,0,0,0,0,0
ENSMUSG00000107128,469,7,0,9,13,0,7,9,9,0,0,2,8
ENSMUSG00000001082,2894,1886,1033,2245,1587,1227,2105,2351,1628,1540,1813,1682,1408
ENSMUSG00000036693,2730,623,315,623,1028,684,924,860,380,452,641,565,721
ENSMUSG00000085166,785,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052783,4829,65,27,42,6,19,27,26.5,50,44,39,36,38.17
ENSMUSG00000107246,1023,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080556,120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029104,24438,4536,2601,4725,7896,4489.4,5766,3533,3115.6,3394,3057,3535,3886
ENSMUSG00000051246,2905,79,17,50,133,51,98,34,30,31,31,52,43
ENSMUSG00000029101,8487,372,265,338,330,200,218,224,368,281,312.5,326,311
ENSMUSG00000093097,67,0,0,0,0,0,0,0,0,0,0.5,0,0
ENSMUSG00000107040,468,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029102,3410,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000044716,4275,2,0,0,3,9,9,0,0,0,12,2,12
ENSMUSG00000029103,4116,4413.5,2694.5,4216.5,4283,3719.5,5592.5,3974,3243,2663.5,3452.5,3437,3119
ENSMUSG00000045318,3445,3,0,8,2,2,6,0,0,2,1,0,4
ENSMUSG00000106762,2533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055944,3776,0,0,0,0,0,0,0,0,0,0,0,0.1
ENSMUSG00000067438,1588,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103608,1240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106970,455,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036596,2245,0,0,0,4,0,0,3,0,0,0,7,0
ENSMUSG00000106928,2705,52,19,23,50,38,47,55,54,28,42,65,82
ENSMUSG00000083907,1787,5,17,5.5,2.5,3.5,2.75,2,2,3.5,0,0.5,3.5
ENSMUSG00000029097,5154,189,154,238,244,204,253,444,264,241,180,219,214
ENSMUSG00000055061,2735,0,7,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029098,11521,7875,4769,7851,2878,2827,4369.75,10275,6024,6511.5,3905,4276,4457
ENSMUSG00000029096,4439,966,703,705,347,397,608,579,569,604,340,394,424
ENSMUSG00000036553,5735,2918,1571,2778,1981,1668,2393,5315,2817,3058,2702,3295,2821
ENSMUSG00000087703,770,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029095,7047,61,20,17,24,14,40,22,36,14,74,74,72
ENSMUSG00000029094,12651,935,439.5,780,656,576,693,1250,527.2,650,409,496,412
ENSMUSG00000082692,295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029093,8802,0,7,2,6,5,21,2,2,21,12,13,16
ENSMUSG00000043430,2548,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098884,59,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039563,2472,0,0,6,0,4,0,1,0,0,0,4,1
ENSMUSG00000029198,3528,449,263,401,463,433,640,751,483,489,607,753,511
ENSMUSG00000029196,3791,880.5,490.5,933.5,757,671,979,1305.5,1169.5,931.5,1264.5,1193,1136.67
ENSMUSG00000050677,3585,2,7,2,4,4,23,9,3,2,21,15,11
ENSMUSG00000029192,9802,5485.17,3342,6325.5,9411.17,8640.5,12016.5,9061.5,5757.5,5702,11110,12994,13341.5
ENSMUSG00000106797,652,109.5,75,116,104.5,112.5,117.5,132,143,106,105,119,119
ENSMUSG00000029190,18420,1743,1065.5,1823.5,1697,1411.5,1880,2218.5,1424,1618.5,1608.5,1906.5,1752
ENSMUSG00000107168,2555,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089407,104,0,0,0,1,0,0,5,0,0,0,0,0
ENSMUSG00000089197,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060708,1273,242,81,188,128,176,324,211,212,205,252,223,180
ENSMUSG00000107081,391,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115557,296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055302,1648,2967.5,1553,2572,1979.5,1872,3044.5,2646.5,2987,2991.5,2691.5,2787,2254
ENSMUSG00000029119,3528,15961,9940,14896,10070,11647,17487,11896,12977,11368,10726,10792,10144
ENSMUSG00000029120,4450,8,14,9,60,17,39,17,38,32,61,93,66
ENSMUSG00000087487,1491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106934,150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039474,3787,562,325,531,437,476,623,1351,477,619,644,761,691
ENSMUSG00000063646,8586,0,0,5,5,1.17,2.5,0,0,0,4.5,2,17.5
ENSMUSG00000097686,1255,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117286,13507,0,0,0,6,1.17,2.5,0,0,0,10.5,2,14.5
ENSMUSG00000088707,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113373,138,0,0,0,0,0.67,0,0,0,0,0,0,0
ENSMUSG00000029121,7046,8,17,3,16,15,37,6,2,3,21,34,38
ENSMUSG00000029122,7701,59,10,50,3,21,41,2,20,17,39,20,14
ENSMUSG00000107307,151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050248,5837,6,10,17,19,3,15,0,41,0,24,19,11
ENSMUSG00000057290,480,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000029123,3458,0,0,0,0,0,5,0,0,0,0,3,0
ENSMUSG00000062329,1056,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000107131,683,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048450,3097,15,7,0,0,0,0,0,5,17,5,2,0
ENSMUSG00000106718,1850,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107126,2268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107129,295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029125,4593,625,372,596,418.25,393,483,890.5,496,593,579,493.5,422
ENSMUSG00000107276,1704,0,0,0,0,0,0,0.5,0,0,0,0.12,0
ENSMUSG00000029126,3215,6,5,3,21,27,20,18,16,14,39,46,35
ENSMUSG00000029127,8305,379,195,446,283,188,289,444,373,500,345,453,392
ENSMUSG00000067367,2401,252,116,236,383,170,317,289,244,165,253,291,263
ENSMUSG00000067365,3629,781,426,802,1032,721,1185,1087,865,650,1046,1055,922
ENSMUSG00000051596,3442,0,0,0,0,0,2,7,0,0,0,0,0
ENSMUSG00000097029,2619,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039358,3152,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000106932,295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005107,5083,714,467,780,336,286,486,541,620,592,490,562,427
ENSMUSG00000089646,204,34.06,20.85,54.07,39.41,35.59,64.3,32.33,23.15,22.96,22.96,35.38,20.73
ENSMUSG00000005103,8899,8637,5227,7928,10960.67,8844.4,12551,6669,7900,7155,11004,11369.2,10786.53
ENSMUSG00000064419,136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086422,399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046572,6882,492,329,335,230,233,313,264,441,346,468,368,383
ENSMUSG00000077273,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039315,1719,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079528,439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106924,339,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106794,485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107031,553,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106876,457,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087845,246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107030,899,0,0,0,0,0,1,0.25,1,0.25,0,0,0
ENSMUSG00000106851,1574,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106679,2214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106741,1456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077522,129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107134,3418,0,2,4,0,0,16,0,4,0,0,4,0
ENSMUSG00000051022,2230,0,0,0,6,6,6,10,0,0,14,5,2
ENSMUSG00000083261,1194,164.17,122.83,159,380.08,286.66,376.66,272,252.33,196.42,197.58,223.42,306.16
ENSMUSG00000107070,2475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082938,990,98.33,52.42,100,52.92,37.83,62.83,210.67,85.33,88.33,80.17,77,79.83
ENSMUSG00000089393,180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106865,1665,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106895,809,27.08,23.92,93.17,32.25,33.25,67.78,22.25,18.17,14.75,32.83,37.33,16.83
ENSMUSG00000107135,469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029128,4529,488,249,456,330,388,455,646,541,484,477,505,375
ENSMUSG00000049691,1718,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061755,11995,1298,824,1222,1486,703,890,1647,965,1114,893,944,1046
ENSMUSG00000107259,892,0.5,0,0.5,0.5,1,0,7.5,1,0,6.5,3.5,0.5
ENSMUSG00000098264,82,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106884,1276,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000067285,2530,17.5,3.5,13.5,4,4.5,9,18,19,6.5,8,1,1.5
ENSMUSG00000106813,434,0,0,0,2.5,1.5,0,0.5,1.7,0,0.25,1,0
ENSMUSG00000106622,1206,0.64,0,0,0,0,0,3,0,1,0,0,0
ENSMUSG00000107193,316,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106501,2302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105416,1629,0,0,0,0,0,0,0,3,6,0,0,0
ENSMUSG00000105087,4497,0,0,9,0,1,2,1,0,0,0,0,0
ENSMUSG00000085720,1433,3,2,3,4,0,0,3,0,4,0,11,4
ENSMUSG00000039782,7816,3232,1941,3199,4705,5460,7820,9282,2116,2818,7569,7704,10260
ENSMUSG00000105374,1573,16,0,0,38,8,41,51,9,1,27,46,30
ENSMUSG00000105326,1212,31,23,83,68,75,110,220,42,58,96,155,147
ENSMUSG00000104846,372,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000107244,818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104691,337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061535,4162,0,0,0,0,2,1,6,0,0,4,0,3
ENSMUSG00000104547,4268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087290,1373,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104912,2106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039765,6809,114,95,83,51,49,75,58,100,105,136,91,83
ENSMUSG00000039753,9740,1796,1105,1976,1266,1361,1723.5,2787,1812,1879,1381,1485,1498
ENSMUSG00000104728,1363,0,9,17,58,47,61,23,4,12,22,68,51
ENSMUSG00000104823,2528,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000106609,2072,0,0,0,4,0,3.5,0,0,0,0,0,0
ENSMUSG00000104701,1039,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029082,3317,21,6,4,13,10,14,0,0,0,0,1,1
ENSMUSG00000029084,3890,3,14,20,135,110,142,8,0,2,19.58,14,33
ENSMUSG00000086479,544,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087281,390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033036,774,40.3,12.15,16.5,20.82,12.25,17.05,25.08,26.78,23.6,23.53,19.13,16.88
ENSMUSG00000093859,1762,0,0.5,0,0,0,0,2.25,0,0,0,0,0
ENSMUSG00000059565,580,0.61,0.78,1.59,1.47,0.57,0.85,0.49,1.24,0.25,0,3,1.81
ENSMUSG00000106573,547,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105831,542,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048373,2263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029086,7175,0,0,0,0,0,6,1,3,0,13,1,8
ENSMUSG00000105264,2313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072962,2074,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105048,1691,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105373,558,0.5,0,2.67,0,0.17,0.17,2.33,0,0,1.17,0,0.5
ENSMUSG00000105353,302,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000105263,5292,3.2,2.19,4.52,4.52,1.71,5.01,11.49,1.9,4.59,4.02,4.61,2.13
ENSMUSG00000046985,4443,1540,1109,1582,1406,1206,1833,2577,1890,1500,1873,1877,1730
ENSMUSG00000105519,3459,0,3,5,24,2,4,4,4,0,9,13,5
ENSMUSG00000105503,687,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105149,815,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104784,987,0,0,0,0,0,0,1,5,0,4,0,1
ENSMUSG00000106394,762,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104541,343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104923,637,7.67,4.17,8,16.5,5,22.67,21.67,12,17.17,11.83,9.33,12.33
ENSMUSG00000104800,923,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039706,3336,0,0,0,0,1,5,3,2,0,0,2,0
ENSMUSG00000105282,3252,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105136,903,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106332,753,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105648,139,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105861,3783,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104894,2086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104990,2038,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000105347,3408,0,0,0,0,0,0,0.5,0,0.33,0,0,0
ENSMUSG00000105224,1217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104851,2217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106603,2594,0,0,0,0,0,0.33,0,0,0,0,0,1
ENSMUSG00000106656,353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062496,2263,0,0.6,0,0.25,0.42,0.33,0.6,0,0,0,0,0.5
ENSMUSG00000067331,234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029092,4775,0,0,0,0,0.33,0,0,0.1,0,0,0,0
ENSMUSG00000104781,669,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105247,3656,0,0,0,0.24,0,0.2,0,0,0.25,0,0,0
ENSMUSG00000015806,1788,692,320,699,396,419,555,520,628,594,529,656,434
ENSMUSG00000105255,338,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049530,944,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039682,3098,3488,2009,3182,2252.5,2274,3380.5,1969,2134,2078,2456,2485,2089
ENSMUSG00000015804,5011,1045,547,817,697.5,619,1072.5,824,946,638,617,913,561
ENSMUSG00000015879,8598,0,0,0,4,0,0,0,0,1,6,4,9
ENSMUSG00000105745,2040,6,6,6,7,8,0,3.14,0.11,0,0,5,0
ENSMUSG00000104837,1502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097825,4765,0,0,0,0,0,0,0,0,0,0,0,1
